query_raw,ref_answer
"Context: for the same reason, we disapprove dictum in people v. rivera (1985) 41 cal.3d 388 [ 221 cal.rptr. 562, 710 p.2d 362] to the effect that the rule of burton, supra, 6 cal.3d 375, survives the high court's holding in fare, supra, 442 u.s. 707, as a ""component of the state constitutional privilege against self-incrimination.""
Question: Is it overruling?
Answer:",Yes
"Context: the third article pryce offered into evidence was published on august 8, 2016, on the website of the custer county chief newspaper.
Question: Is it overruling?
Answer:",No
"Context: we do so now and overrule part iii of montenegro.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent that a contrary rule is expressed in terry v. state, 540 so.2d 782, 783-84 (ala.cr.app. 1988), cert. denied, 540 so.2d 785 (ala. 1989), it is expressly overruled.
Question: Is it overruling?
Answer:",Yes
"Context: we disapprove sarasota county, jenkins, and relyea to the extent they conflict with the decision here.
Question: Is it overruling?
Answer:",Yes
"Context: o the extent to which people v. kimbley (1961) 189 cal.app.2d 300 [ 11 cal.rptr. 519], and people v. berner (1938) 28 cal.app.2d 392 [ 82 p.2d 617], are inconsistent with the views expressed herein, they are disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent that adame v. hernandez, 327 ga.app. 869, 874(3)(b), 761 s.e.2d 402 (2014), holds that the trial court must support, with written findings, its exercise of discretion and consideration of the best interest of the child for whom child support is being awarded when applying a theoretical child support order under ocga  19615(f)(5)(c), it is hereby overruled.
Question: Is it overruling?
Answer:",Yes
"Context: the court improperly concluded that the viability of the presumption of [section 6381(d) ] is questionable and inherently self-rebutting, such that it would be arbitrary and capricious to apply the presumption in cases where the trial court finds that it cannot determine if the parent had responsibility for the child.
Question: Is it overruling?
Answer:",Yes
"Context: appellant argues the alleged charge error """"at least in theory"""" could have allowed the jury to convict him for brandishing a hammer.
Question: Is it overruling?
Answer:",No
"Context: id. at 943-44 (citing rosado v. state, 1 so. 3d 1147, 1148 (fla. 4th dca 2009)).
Question: Is it overruling?
Answer:",No
"Context: given domond, it is clear that this ground is contrary to current precedent, and cannot stand.
Question: Is it overruling?
Answer:",Yes
"Context: having previously granted certiorari, we overrule the opinion of the court of appeals rendered in mullins v. john zink co., 733 p.2d 888 (okla.app. 1986), and affirm the opinion of the court of appeals herein.
Question: Is it overruling?
Answer:",Yes
"Context: accordingly, we recede from any suggestion in pembroke pines that the supreme court's holding in lake county indicates that a court can never separately analyze each of the services funded within an integrated fire services budget to insure that each component survives the required special benefits test.
Question: Is it overruling?
Answer:",Yes
"Context: roberts express v. bauman, 6th dist. lucas no. l-89-197, 1990 ohio app. lexis 1513 (apr. 20, 1990).
Question: Is it overruling?
Answer:",No
"Context: united states v. lewis, 467 f. app'x 298, 299 (5th cir. 2012) (unpublished).
Question: Is it overruling?
Answer:",No
"Context: the majority claims the court of appeals read the pra statute of limitations (rcw 42.56.550(6) ) too narrowly in tobin v. worden
Question: Is it overruling?
Answer:",Yes
"Context: in the event the trial court cannot, for reasons of fairness, enter the order within the forty-day window  rodgers is overruled.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent that the previous decisions of this court in jackson, lundy and peterson are inconsistent with this holding, we hereby recede from them.
Question: Is it overruling?
Answer:",Yes
"Context: and to the extent that dicke is inconsistent with any of today's analysis, it is accordingly overruled.
Question: Is it overruling?
Answer:",Yes
"Context: however, standing, a component of a court's subject-matter jurisdiction, cannot be conceded or waived.
Question: Is it overruling?
Answer:",No
"Context: the matter is remanded to the district for an award of a precise and certain amount of damages and specific declaratory judgment relief, without reference to an extrinsic source.
Question: Is it overruling?
Answer:",No
"Context: at the january 29, 2014 wcj coholan hearing, claimant identified """"records from [university of pittsburgh medical center (]upmc[)] in june and july of 2012."""" r.r. at 144a.
Question: Is it overruling?
Answer:",No
"Context: in sum, the court's holding in massachusetts mutual life ins. co. v. city and county of san francisco, supra, 129 cal.app.3d 876, is unsupported and unpersuasive, and we disapprove it.
Question: Is it overruling?
Answer:",Yes
"Context: there is a natural overlap between what the photographs show and how the prosecution uses the photographs, and any resulting prejudice.
Question: Is it overruling?
Answer:",No
"Context: see schaffer by schaffer, 74 f.3d at 731.
Question: Is it overruling?
Answer:",No
"Context: this is because the law generally assumes that a person who encounters such conditions will take care to avoid any danger inherent therein.
Question: Is it overruling?
Answer:",No
"Context: the evidence supporting termination under one of the grounds listed in section 161.001(b)(1) can also be considered in support of a finding that termination is in the best interest of the child.
Question: Is it overruling?
Answer:",No
"Context: it concluded that the tolling rule we announced in hughes v. mahaney higgins, 821 s.w.2d 154 (tex. 1991), was modified by our later decision in murphy v. campbell, 964 s.w.2d 265 (tex. 1997), and did not toll limitations in this case.
Question: Is it overruling?
Answer:",Yes
"Context: we overrule vasquez, under which innocent possession of a worn or altered autoloader can result in jail time
Question: Is it overruling?
Answer:",Yes
"Context: to the extent that the shumaker and howard cases are inconsistent with the views expressed herein, they are disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: since the holding in dade federal is to the contrary, that decision is overruled.
Question: Is it overruling?
Answer:",Yes
"Context: as previously noted, we overrule in re hayes, supra, 70 cal.2d 604, 75 cal.rptr. 790, 451 p.2d 430, and disapprove people v. harrison, supra, 1 cal.app.3d 115, 81 cal.rptr. 396.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent, however, that reasoning in the opinion in m.l. foss in inconsistent with our holding in this case, we disapprove it.
Question: Is it overruling?
Answer:",Yes
"Context: id. at 78-79 (3).
Question: Is it overruling?
Answer:",No
"Context: but the most relevant definition of """"such"""" is """"of the character, quality, or extent previously indicated or implied.""""
Question: Is it overruling?
Answer:",No
"Context: furthermore, when objecting to the result, which was the trial judge's announcement of a judgment of acquittal and that he would dismiss the jury, the prosecution still failed to identify that article 778 provided no direct support for the acquittal.
Question: Is it overruling?
Answer:",No
"Context: 346 n.w.2d 128, 130 (minn.
Question: Is it overruling?
Answer:",No
"Context: to the extent that our statement in griffin suggests that the jury could not have found parker guilty of both intentional and reckless assault because the two crimes require proof that a defendant simultaneously acted intentionally and recklessly with respect to the same result, we disavow any such suggestion because, as we have explained, the state's evidence may establish that the defendant acted intentionally and recklessly with regard to a different result.
Question: Is it overruling?
Answer:",Yes
"Context: this standard of review affords considerable deference to the trial court provided that the court acted in accordance with the governing rules of law.
Question: Is it overruling?
Answer:",No
"Context: xtreme lashes, 576 f.3d at 228.
Question: Is it overruling?
Answer:",No
